Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SellerAge,SellerName
1227,60,RL,14598,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,894,894,GasA,Ex,Y,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,3,668,Y,100,18,0,0,0,0,0,1,2008,WD,Normal,214.0,46,John Beresford
1228,20,RL,8872,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,595,0,317,912,GasA,Ex,Y,912,0,0,912,1,0,1,0,2,1,Gd,5,Typ,0,2,576,Y,0,240,0,0,0,0,0,12,2008,WD,Normal,147.0,26,Richard Mcginnis
1229,120,RL,8769,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,1540,0,162,1702,GasA,Ex,Y,1702,0,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,3,1052,Y,0,72,0,0,224,0,0,10,2008,New,Partial,367.294,46,Amanda Ruegg
1230,80,RL,7910,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,TA,TA,CBlock,666,0,409,1075,GasA,Gd,Y,1507,0,0,1507,0,0,2,0,4,1,TA,7,Maj1,0,1,404,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,127.0,32,Michael Castro
1231,90,RL,18890,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,TA,TA,CBlock,498,211,652,1361,GasA,Ex,Y,1361,1259,0,2620,0,0,2,2,4,2,TA,12,Typ,1,2,600,N,155,24,145,0,0,0,8300,8,2007,WD,Normal,190.0,38,Dorothy Carter
1232,90,RL,7728,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,803,0,303,1106,GasA,TA,Y,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,2,540,Y,0,18,0,0,0,0,0,5,2006,WD,Normal,132.5,35,Brian Harres
1233,90,RL,9842,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,TA,TA,Slab,0,0,0,0,GasA,TA,Y,1224,0,0,1224,0,0,2,0,2,2,TA,6,Typ,0,2,462,Y,0,0,0,0,0,0,0,3,2007,WD,Normal,101.8,60,Christopher Frick
1234,20,RL,12160,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,1000,0,188,1188,GasA,Fa,Y,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,2,531,Y,0,0,0,0,0,0,0,5,2010,COD,Abnorml,142.0,74,Paul Burgess
1235,70,RH,8525,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,0,0,940,940,GasA,TA,N,1024,940,0,1964,0,0,1,1,4,1,TA,7,Typ,0,0,0,N,0,192,0,0,0,0,0,11,2008,WD,Abnorml,130.0,39,Mark Tsai
1236,70,RL,13132,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,747,747,GasA,Gd,Y,892,892,0,1784,0,0,1,1,4,1,TA,9,Typ,0,1,180,N,203,40,0,0,0,0,0,7,2006,WD,Normal,138.887,77,Dorothy Burke
1237,160,RL,2628,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Gd,TA,PConc,0,0,764,764,GasA,Ex,Y,764,862,0,1626,0,0,2,1,2,1,Gd,6,Typ,0,2,474,Y,0,27,0,0,0,0,0,6,2010,WD,Normal,175.5,97,Mario Anderson
1238,60,RL,12393,Pave,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,847,847,GasA,Ex,Y,847,1101,0,1948,0,0,2,1,4,1,Gd,8,Typ,1,2,434,Y,100,48,0,0,0,0,0,9,2006,WD,Normal,195.0,96,Rose Spiegel
1239,20,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1141,1141,GasA,Ex,Y,1141,0,0,1141,0,0,1,1,3,1,TA,6,Typ,0,2,484,Y,0,0,0,0,0,0,0,3,2006,WD,Abnorml,142.5,60,Vera Sutton
1240,20,RL,9037,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,428,0,1048,1476,GasA,Ex,Y,1484,0,0,1484,0,0,2,0,2,1,Ex,6,Typ,1,2,472,Y,120,33,0,0,0,0,0,12,2007,WD,Normal,265.9,49,Betty Guice
1241,60,RL,8158,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,550,0,334,884,GasA,Ex,Y,884,884,0,1768,1,0,2,1,3,1,Gd,8,Typ,0,2,543,Y,0,63,0,0,0,0,0,7,2008,WD,Normal,224.9,31,Henry Armstrong
1242,20,RL,9849,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1689,1689,GasA,Ex,Y,1689,0,0,1689,0,0,2,0,3,1,Gd,7,Typ,0,3,954,Y,0,56,0,0,0,0,0,6,2007,New,Partial,248.328,64,Donald Perez
1243,85,RL,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,885,168,0,1053,GasA,TA,Y,1173,0,0,1173,1,0,2,0,3,1,Gd,6,Typ,2,2,528,Y,0,120,0,0,0,0,0,1,2010,WD,Family,170.0,20,Dan Mora
1244,20,RL,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Ex,TA,PConc,1386,0,690,2076,GasA,Ex,Y,2076,0,0,2076,1,0,2,1,2,1,Ex,7,Typ,1,3,850,Y,216,229,0,0,0,0,0,9,2006,New,Partial,465.0,23,Michelle Raef
1245,70,RL,11435,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,TA,TA,PConc,0,0,792,792,GasA,Fa,Y,792,725,0,1517,0,0,1,0,3,1,Gd,7,Typ,2,2,400,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,230.0,18,Melodie Alford
1246,80,RL,12090,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,TA,TA,CBlock,0,0,585,585,GasA,Ex,Y,1140,728,0,1868,0,0,3,1,3,1,TA,7,Typ,1,2,477,Y,268,112,0,0,147,0,0,1,2007,WD,Abnorml,178.0,93,Mary Torris
1247,60,FV,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,756,756,GasA,Ex,Y,756,797,0,1553,0,0,2,1,3,1,Gd,6,Typ,0,2,615,Y,0,45,0,0,0,0,0,3,2006,New,Partial,186.5,57,Glenn Arneson
1248,80,RL,12328,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,539,0,473,1012,GasA,TA,Y,1034,0,0,1034,1,0,1,0,3,1,TA,6,Typ,0,3,888,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,169.9,48,Jenny Harvey
1249,75,RM,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,BrkTil,319,0,416,735,OthW,Fa,N,1134,924,0,2058,0,0,1,1,3,1,TA,8,Typ,1,2,396,P,0,0,259,0,0,0,0,4,2008,WD,Normal,129.5,34,Christian Crowley
1250,20,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,534,96,246,876,GasA,TA,Y,988,0,0,988,0,0,1,0,3,1,TA,6,Typ,0,1,276,Y,0,80,0,0,0,0,0,5,2007,WD,Normal,119.0,49,Alan Herr
1251,20,RL,11160,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,Gd,TA,CBlock,1065,0,1045,2110,GasA,Ex,Y,2110,0,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,2,522,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,244.0,58,Henry Banister
1252,120,RL,3136,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Gd,TA,PConc,0,0,1405,1405,GasA,Ex,Y,1405,0,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,2,478,Y,148,36,0,0,0,0,0,3,2006,WD,Normal,171.75,89,Sandra Brown
1253,20,RL,9858,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,510,0,354,864,GasA,TA,Y,874,0,0,874,1,0,1,0,3,1,TA,5,Typ,0,1,288,Y,33,0,0,0,0,0,600,11,2009,WD,Normal,130.0,78,Shannon Peterson
1254,60,RL,17542,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,CBlock,125,1031,36,1192,GasA,TA,Y,1516,651,0,2167,1,0,2,1,3,1,Gd,9,Typ,2,2,518,Y,220,47,0,0,0,0,0,7,2007,WD,Normal,294.0,25,Harry Hicks
1255,60,RL,6931,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,746,746,GasA,Ex,Y,760,896,0,1656,0,0,2,1,3,1,Gd,7,Typ,1,2,397,Y,178,128,0,0,0,0,0,7,2008,WD,Normal,165.4,52,Keisha Garcia
1256,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,425,0,459,884,GasA,TA,Y,959,408,0,1367,0,0,1,0,3,1,TA,6,Typ,1,1,560,Y,0,0,0,0,120,0,0,11,2007,WD,Normal,127.5,66,Carmen Mcqueen
1257,20,RL,14303,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,Gd,TA,PConc,1314,0,672,1986,GasA,Ex,Y,1987,0,0,1987,1,0,2,0,2,1,Gd,7,Typ,1,2,691,Y,262,36,0,0,0,0,0,8,2008,WD,Normal,301.5,60,Francis Reese
1258,30,RL,4060,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,0,0,864,864,GasA,Ex,Y,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,0,0,Y,0,96,0,0,0,0,0,7,2009,WD,Normal,99.9,40,Marion Lee
1259,80,RL,9587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,655,0,201,856,GasA,Ex,Y,1166,0,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,2,400,Y,212,0,0,0,0,0,0,7,2008,WD,Normal,190.0,29,Evan Diamond
1260,20,RL,9750,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,602,438,14,1054,GasA,Gd,Y,1054,0,0,1054,1,0,1,1,3,1,TA,6,Typ,0,2,460,Y,180,0,0,0,80,0,0,7,2008,WD,Normal,151.0,43,Michael Gonzalez
1261,60,RL,24682,Pave,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,841,841,GasA,Ex,Y,892,783,0,1675,0,0,2,1,3,1,TA,7,Typ,1,2,502,Y,0,103,0,0,0,0,0,6,2009,WD,Normal,181.0,64,Steve Colegrove
1262,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,504,0,546,1050,GasA,Gd,Y,1050,0,0,1050,0,0,1,0,2,1,TA,5,Typ,0,1,338,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,128.9,61,David Toma
1263,50,RL,11250,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,0,0,1104,1104,GasA,Ex,Y,1104,684,0,1788,1,0,1,0,5,1,TA,8,Min2,2,1,304,Y,120,0,0,0,0,0,0,11,2009,WD,Normal,161.5,90,Marie Marshburn
1264,70,RL,13515,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,0,0,764,764,GasA,Ex,Y,1060,764,0,1824,0,0,1,0,3,1,TA,8,Typ,1,2,520,N,0,0,126,0,0,0,0,7,2007,WD,Normal,180.5,66,Blanche Fane
1265,120,RH,4060,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,266,0,1139,1405,GasA,Ex,Y,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,0,2,511,Y,144,68,0,0,0,0,0,8,2008,COD,Abnorml,181.0,29,Brenda Davis
1266,160,FV,3735,Pave,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,Gd,TA,PConc,450,0,241,691,GasA,Ex,Y,713,739,0,1452,1,0,2,1,3,1,Gd,6,Typ,0,2,506,Y,0,34,0,0,0,0,0,3,2006,WD,Normal,183.9,76,John Jack
1267,190,RM,10120,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,Fa,TA,CBlock,0,0,925,925,GasA,TA,N,964,925,0,1889,0,0,1,1,4,2,TA,9,Typ,1,1,308,N,0,0,264,0,0,0,0,1,2007,WD,Normal,122.0,82,Ira Holsey
1268,20,RL,13214,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,Ex,TA,PConc,0,0,2002,2002,GasA,Ex,Y,2018,0,0,2018,0,0,2,0,3,1,Ex,10,Typ,1,3,746,Y,144,76,0,0,0,0,0,5,2010,WD,Normal,378.5,45,Ronald Lydick
1269,50,RL,14100,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,TA,Gd,CBlock,192,0,536,728,GasA,Ex,Y,1968,1479,0,3447,0,0,3,1,4,1,Gd,11,Typ,2,3,1014,Y,314,12,0,0,0,0,0,5,2008,WD,Normal,381.0,54,Robert Luoma
1270,50,RL,11344,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,460,0,414,874,GasW,TA,Y,874,650,0,1524,0,0,1,1,3,1,TA,7,Typ,0,1,315,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,144.0,34,Ethel Trevino
1271,40,RL,23595,Pave,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,Gd,TA,PConc,1258,0,74,1332,GasA,TA,Y,1332,192,0,1524,2,0,0,1,0,1,Gd,4,Typ,1,2,586,Y,268,0,0,0,0,0,0,4,2010,WD,Normal,260.0,49,Jane Mendell
1272,20,RL,9156,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,TA,TA,CBlock,0,0,1489,1489,GasA,Gd,Y,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,2,462,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,185.75,51,Emma Welch
1273,20,RL,13526,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,TA,TA,CBlock,560,375,0,935,GasA,TA,Y,935,0,0,935,1,0,1,0,3,1,TA,5,Typ,0,1,288,Y,180,0,0,0,0,0,0,11,2006,WD,Normal,137.0,44,Kathryn Southerland
1274,80,RL,11512,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,719,0,300,1019,GasA,Gd,Y,1357,0,0,1357,1,0,1,0,2,1,Ex,5,Typ,1,1,312,Y,0,0,0,0,163,0,0,5,2008,WD,Normal,177.0,58,Ann Younker
1275,50,RL,5362,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,PConc,0,0,661,661,GasA,Ex,Y,661,589,0,1250,0,0,2,0,3,1,TA,8,Typ,1,2,552,Y,242,0,81,0,0,0,0,11,2007,WD,Normal,139.0,93,Jamie Conte
1276,90,RL,11345,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,TA,TA,CBlock,220,0,708,928,GasA,Gd,Y,928,992,0,1920,0,0,2,0,4,2,TA,10,Typ,0,2,400,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,137.0,62,Michael Peterson
1277,60,RL,12936,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,593,0,130,723,GasA,TA,Y,735,660,0,1395,0,1,1,1,3,1,TA,6,Typ,1,2,497,Y,294,116,0,0,0,0,0,12,2009,WD,Normal,162.0,65,Beverly Otoole
1278,80,RL,17871,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,528,0,1152,1680,GasA,Fa,Y,1724,0,0,1724,1,0,1,1,3,1,TA,7,Typ,1,2,480,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,197.9,65,Danny Winston
1279,60,RL,9473,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,804,0,324,1128,GasA,Ex,Y,1128,903,0,2031,1,0,2,1,3,1,Gd,7,Typ,1,2,577,Y,0,211,0,0,0,0,0,3,2008,WD,Normal,237.0,93,Amanda Jenny
1280,50,C (all),7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,0,0,698,698,GasA,TA,Y,698,430,0,1128,0,0,1,0,2,1,TA,6,Typ,0,2,528,Y,30,0,164,0,0,0,0,4,2010,COD,Abnorml,68.4,22,Samuel Baxter
1281,20,RL,9808,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,788,0,785,1573,GasA,Ex,Y,1573,0,0,1573,1,0,2,0,3,1,Gd,6,Typ,0,2,544,Y,0,72,0,0,0,0,0,3,2009,WD,Normal,227.0,44,Benito Little
1282,20,RL,8049,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1053,0,256,1309,GasA,TA,Y,1339,0,0,1339,1,0,2,0,2,1,TA,6,Typ,1,2,484,Y,0,58,0,0,90,0,0,7,2006,WD,Normal,180.0,54,Helene Foreman
1283,20,RL,8800,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,532,144,364,1040,GasA,TA,Y,1040,0,0,1040,0,0,2,0,3,1,Gd,5,Typ,0,2,484,Y,0,0,0,0,288,0,0,9,2009,WD,Normal,150.5,40,Cynthia Roy
1284,90,RL,9400,Pave,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,TA,TA,CBlock,0,0,912,912,GasA,TA,Y,912,912,0,1824,0,0,2,2,4,2,TA,8,Typ,0,0,0,Y,128,0,0,0,0,0,0,4,2010,WD,Normal,139.0,24,Robert Perez
1285,50,RL,9638,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,PConc,0,0,804,804,GasA,Ex,Y,1699,748,0,2447,0,0,2,0,4,1,Gd,10,Min2,1,1,336,Y,272,0,42,0,116,0,0,3,2010,WD,Normal,169.0,90,Drew Hurt
1286,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,TA,Fa,CBlock,0,0,780,780,GasA,Ex,Y,825,587,0,1412,0,0,1,0,4,1,TA,6,Typ,1,1,280,Y,45,0,0,0,0,0,0,5,2009,WD,Normal,132.5,88,Keith Robinson
1287,20,RL,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,569,81,678,1328,GasA,TA,Y,1328,0,0,1328,1,0,1,1,3,1,TA,6,Typ,2,2,528,Y,0,26,0,0,0,0,0,6,2010,WD,Normal,143.0,89,Dennis Pisani
1288,20,RL,36500,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,CBlock,812,0,812,1624,GasA,Fa,Y,1582,0,0,1582,0,1,2,0,4,1,TA,7,Typ,0,2,390,N,168,198,0,0,0,0,0,6,2006,WD,Normal,190.0,35,Corey Dempsey
1289,120,RL,5664,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,1158,0,343,1501,GasA,Ex,Y,1659,0,0,1659,1,0,2,0,2,1,Ex,5,Typ,1,2,499,Y,212,59,0,0,0,0,0,10,2009,WD,Normal,278.0,59,Edna Campbell
1290,60,RL,11065,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1085,1085,GasA,Ex,Y,1120,850,0,1970,0,0,2,1,3,1,Ex,8,Typ,1,3,753,Y,177,74,0,0,0,0,0,10,2006,New,Partial,281.0,58,Jana Duer
1291,80,RL,14112,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,TA,TA,PConc,1014,0,138,1152,GasA,TA,Y,1152,0,0,1152,1,0,1,0,3,1,TA,6,Typ,1,2,484,Y,227,0,0,0,0,0,0,4,2010,WD,Normal,180.5,61,Ian Richardson
1292,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,231,0,399,630,GasA,TA,Y,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,1,264,Y,185,0,0,0,0,0,0,2,2009,WD,Normal,119.5,30,Diana Pruitt
